category,description
covid,BRAZIL: president Bolsonaro tests negative for #COVID19 https://t.co/1BMSchAojk
covid,#MadhyaPradeshCM #ShivrajSinghChouhan tests positive for #COVID19! The CM himself announced it on Twitter and he haƒ?? https://t.co/1H7urb2kHV
covid,These idiots should be refused treatment if they catch #COVID19 #morons #Ethnic
covid,@lisakitter Ignorance at its finest. #maga #COVID19
covid,150 doctor's urge a US shutdown! Record number of deaths. @realDonaldTrump and @GovRonDeSantis insist schools shoulƒ?? https://t.co/rZ3B58wtwI
covid,???? Sign ƒ??Protect ALL people from COVID-19ƒ? and Iƒ??ll deliver a copy to your officials: https://t.co/6FDAVEkdIn  ???? No.ƒ?? https://t.co/UKh2uRGPfh
covid,"Dogs could sniff out #COVID19 in the saliva of over 1,000 people, both healthy and infected.    https://t.co/Y3CtvWpV46"
covid,@SenatorCollins you're just going to let the denial old man run the country into the f'ing ground. I hope every vetƒ?? https://t.co/IoNfp2NEWA
covid,@Mike_Pence @WhiteHouse @GM @realDonaldTrump Surprised we would need this.  I thought the virus was just disappeariƒ?? https://t.co/sXh1k5ZtRF
covid,"???ª I delivered ƒ??Impending Evictionsƒ? from Catherine, a constituent in Pittsburgh, Pa., to @SenToomey #PA18 #PApolƒ?? https://t.co/njgmBA1am0"
covid,A Texas hospital overwhelmed by #coronavirus may send some patients home to die - CNN #COVID19  https://t.co/nZZrylCZhX
covid,Do you recall the horror of 9/11 and impact it had on all of us? #COVID19 #COVID19USA https://t.co/32nagp4Vcv
covid,14 day% New Cases of #COVID19 Florida 64.8% growth of new cases in 14 days Texas   54.5%  growth of new cases in 14ƒ?? https://t.co/1L0CzrIMe6
covid,Add Ngurah Rai International Airport to the list of places in Bali where you can get a #COVID19 rapid test. The tesƒ?? https://t.co/bv7LFUCSgX
covid,New #COVID19 preprint: COVID-19: A Data-Driven Mean-Field-Type Game Perspective https://t.co/DE2VLHehga
covid,"@RealCarlVernon Properly stated:  Ladies and gentlemen, we live in a clown planet! Ta-ta.  #COVID19 #Plandemia #scam"
covid,"Chief Minister Uddhav Thackeray today inaugurated a #COVID19 Care Centre and a testing lab in Dombivli, via video cƒ?? https://t.co/xhmgymOqMb"
covid,Due to #COVID19 aka #coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through Casƒ?? https://t.co/oLwkKUFCrZ
covid,"I am told that the person who received plasma from @drmswani is doing well. After testing +ve, the person was suffeƒ?? https://t.co/RmaSEyWQUF"
covid,New #COVID19 preprint: Country distancing reveals the effectiveness of travel restrictions during COVID-19 https://t.co/vxMC6aEjs0
covid,I DO NOT KNOW HOW STATIONS LIKE WWMT CAN SLEEP AT NIGHT @KirkMasonWWMT   @WWMTAndyD  @wwmtnews  @EricaWWMTƒ?? https://t.co/8ZQukRxgBK
covid,"As #COVID19 has spurred investments in #DigitalTransformation &amp; India at the cusp of the #Digital revolution,ƒ?? https://t.co/lT0aOhZPmX"
covid,"My friend is selling pillows and cushions.... Variety of fabric, color and design.. Based in Pretoria(booysens) Priƒ?? https://t.co/euJcqr9XEM"
covid,Yikes. People at Queens Park should be thinking hard about pumping the brakes on reopening. #Covid19 https://t.co/5buaXGe8w2
covid,"@WelshGovernment @SeneddWales @gwentpolice @NewportCouncil @NewportCityH  Concerning the travellers in Newport; We,ƒ?? https://t.co/brAq5HiBoo"
covid,Col Michael Cook &amp; Sgt 1st Class Luis Cornidez of @USArmyReserve Medical Command 7454 Urban Augmentation Medical Taƒ?? https://t.co/LyKF9IIlCV
covid,"According to data, Pakistan successfully flattened curve for #COVID19 as more than 81% of Coronavirus patients havƒ?? https://t.co/ajvAc0yXoe"
covid,New #COVID19 preprint: Anxiety and perceived risk during COVID-19 outbreak https://t.co/erGzbL3mgp
covid,Bangladesh records 38 new COVID-19 deaths https://t.co/YsthAwMPn5 #Bangladesh #COVID19
covid,"Yesterday, the #SunBelt conference met with referees and gave them a plan on how they will keep them safe with specƒ?? https://t.co/7z9iTTZKus"
covid,New Study Highlights Impact Of #Coronavirus Pandemic On Familiesƒ?? Mental Health ƒ?? NBC Chicago #COVID19 https://t.co/T3cSOB31Rz
covid,New #COVID19 preprint: An analysis of mortality in Ontario using cremation data: Rise in cremations during the COVIƒ?? https://t.co/DrWxijRn18
covid,#COVID19: Pakistani-Emirati Hospital in Rawalpindi treats virus patients with full-on care https://t.co/DAynZBIPOs
covid,Mother Nature sent humanity #COVID19 as dire warning &amp; last minute pretest.  Could we learn to work together as a sƒ?? https://t.co/0z0zcu39Q9
covid,"Nearly 1.6 crore samples have been tested in India so far, while the country has registered over 13 lakh positive cƒ?? https://t.co/rPzgW8pNzB"
covid,"A day ahead of launching voter registration in  #JammuAndKashmir for its online #Referendum2020 campaign, which seeƒ?? https://t.co/JaLksn7sPS"
covid,I will be talking about #COVID19 #vaccines with @smerconish on CNN at 9:25am EST this morning https://t.co/gH0IF1iNdA
covid,Any Canadian driver can stop in these locations and get tested for free. #COVID19 #WeAreInThisTogether #truckingƒ?? https://t.co/VqGKPlRCCR
covid,New #COVID19 preprint: Epidemiological and cohort study finds no association between COVID-19 and Guillain-Barre syƒ?? https://t.co/V6fib1NzL5
covid,Evidence that airborne transmission is the main route of spread of SARS-CoV-2 infection should have policy implicatƒ?? https://t.co/leLz8yZC7T
covid,@yippeekiyay_dk Excellent analysis of the failure of #setu_app with a perfect example of #ShivrajSinghChouhan  Lateƒ?? https://t.co/dtP00TYm54
covid,"Survey from the first week of the #COVID19 outbreak in Italy suggest that people can be highly resilient, especiallƒ?? https://t.co/3B4qmjFTDc"
covid,The savior of humanity will come = Imam Zaman #trump #israeel #American #BlackTransLivesMatter #iran  #Netanyahuƒ?? https://t.co/31nVxqSAdE
covid,Updated #COVID19 preprint: The Role of Hydroxychloroquine in the Age of COVID-19: A Periodic Systematic Review andƒ?? https://t.co/7lym5FSphH
covid,"Know your Location - Social Webinar Series - Episode 2 - Whitefield, Bengaluru In conversation with Home buyers Ashƒ?? https://t.co/5CBZKpRy9X"
covid,"If ur a normal, hard-working, patriotic, tax-paying Republican u r required to abide by the law. But if ur an insanƒ?? https://t.co/JZ5PmPwqhz"
covid,"New #COVID19 preprint: Infectivity, susceptibility, and risk factors associated with SARS-CoV-2 transmission underƒ?? https://t.co/fXlXQEmy9j"
covid,Coronavirus Report: The Hill's Steve Clemons interviews #coronavirus #COVID19 #frontlineworkersƒ?? https://t.co/HVDo0nUeZa
covid,For the last few months Iƒ??ve used #running &amp; #singing as ways of reducing #anxiety due to #COVID19 #pandemic. But aƒ?? https://t.co/HWZrvFysW7
covid,And some of the Nationalists on here think she is different from other politicians.    Sheƒ??s worse than Johnson. #COVID19
covid,#America has a problem and IT IS NOT #COVID19   Shocked? #MarxistBLM brought America to its knees! Sad!ƒ?? https://t.co/3xuQ8LBOZH
covid,Should love have borders? #COVID19 https://t.co/EI4HvI9LA1
covid,Updated #COVID19 preprint: Impact of Hypertension on Progression and Prognosis in Patients with COVID-19: A Retrospƒ?? https://t.co/NijLI5EqGz
covid,2020 right? ??§ #COVID19 #COVID?Ÿ¬19 #TrumpGestapo #keepcalmandcarryon #tshirt #tshirtdesign #SaturdayMorningƒ?? https://t.co/FqWT7k5rQ4
covid,New COVID-19 mutation helps outbreaks spread quicker: expert #covid19 #CoronaVirusUpdates https://t.co/V6I4j6bnBr
covid,TODAY - #COVID19 testing until 3pm - Burke High School https://t.co/G0mwLt7FtU
covid,SARS-CoV-2 outbreak in meat processing plant:Transmissions took place over long distances in air-conditioned work aƒ?? https://t.co/RDSsxO9LTQ
covid,"Over 140,000 Americans are dead from #coronavirus , but hey- #PawPatrol isn't canceled. Are you shitting me? Jesus,ƒ?? https://t.co/p458OhW1Uv"
covid,#Rajasthan Government today started a Plasma Bank at Sawai Man Singh Hospital in Jaipur for treatment of COVID-19 pƒ?? https://t.co/S9p4kDmtPy
covid,"#TopGunMaverick, #AQuietPlace2 and three #StarWars films postponed due to COVID-19 pandemic  #COVID19ƒ?? https://t.co/KeVnFdZ6PS"
covid,Covid-19 stressing you out? 8 ways you can sleep better #Coronavirus #Covid19 #LifeStyle #HealthTips  https://t.co/jKrwLrlSrW
covid,New #COVID19 preprint: Mathematical modelling of dynamics and containment of COVID-19 in Ukraine https://t.co/mVyxkGxeu1
covid,Join @fhi360 &amp; @AfricaCDC  on 30 July for this webinar: How we can deploy a #COVID19 response while preserving theƒ?? https://t.co/s3QYEKlHPZ
covid,America is the shithole country now under Trump. ???? #Racism #COVID19 https://t.co/OVUa41Dj6D
covid,Administrators at UC Berkeley have announced the fall semester will begin with fully remote instruction #COVID19ƒ?? https://t.co/klpguaMdw0
covid,@chatttylady @LBilderberg @MailOnline Thereƒ??s been a #COVID19 coup &amp; heƒ??s either being blackmailed or held hostageƒ?? https://t.co/SIC7JlkaXL
covid,10 #COVID19 cases confirmed in #Artsakh https://t.co/twjNgzxNLh
covid,New #COVID19 preprint: SARS-CoV-2 serosurvey in Health Care Workers of the Veneto Region https://t.co/ZIzMbHvmqX
covid,What a story of saying good to our dead #COVID19 in South Africa. It's hard not to feel the anguish of those left bƒ?? https://t.co/dpyVhuDFGf
covid,"Coronavirus can infect people 26 FEET away in cold moving air, finds study that recreated an outbreak in a German fƒ?? https://t.co/kN8vcCUqG8"
covid,"When has that stopped us, though?#COVID19 https://t.co/yFewHSYPhd"
covid,My #DurbanJuly mask because butterfly symbolize hope during dark time #COVID19   #StayConnected #VDJ2020 https://t.co/dY8Zv9mOZW
covid,Updated #COVID19 preprint: Prevalence of IgG and IgM antibodies to SARS-CoV-2 among clinic staff and patients https://t.co/6vJQ3Hmzop
covid,"5,144 new cases and 58 new deaths in India   [13:05 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic"
covid,Zlatan Ibrahimovic is like the undertaker in football Man is a total beast on the pitch #arrestbuhari #BBNaijia2020ƒ?? https://t.co/GJpughFIdr
covid,4:55:35 ==  ???§???? SMI is now offering Protective Face Shields.  fight against the #COVID19 Connect with us by phone orƒ?? https://t.co/h9DoCIhmRz
covid,"New #COVID19 preprint: Decreased incidence, virus transmission capacity, and severity of COVID-19 at altitude on thƒ?? https://t.co/PFI25FlwhV"
covid,@realDonaldTrump @BrandonStraka @foxandfriends @PeteHegseth How is the golf game while #Americans are dying?  I soƒ?? https://t.co/AzAgKHIlUZ
covid,@realDonaldTrump @BrandonStraka @foxandfriends @PeteHegseth Fake #COVID19 positive tests https://t.co/ev2z8wXJpS
covid,@MonaSalama_ @POTUS Win Big Trump Reduces Drug costs Seniors benefit huge Medicare people costs will go downƒ?? https://t.co/OjaWD11MCJ
covid,How to Cope with Covid-19? https://t.co/AAXQkrnjEn via @YouTube #covid19 #pandemic #MentalHealthMatters
covid,New #COVID19 preprint: Sentiment Informed Timeseries Analyzing AI (SITALA) to curb the spread of COVID-19 in Houston https://t.co/jUTzJvBKtx
covid,"I'm not even worried about myself- if I have it I've exposed my elderly grandmother, my father who's had lifelong hƒ?? https://t.co/Z2EX39iyaK"
covid,This is was published on June 1 in @TheLancet  Comprehensive review of existing evidence supports physical distanciƒ?? https://t.co/P57ZyZGWPC
covid,"????Did you miss #HIMSS webinar? @FS_healtchare's @ReenitaDas, will share new growth opportunities connected to theƒ?? https://t.co/HNafOZIKWy"
covid,International friends! Do other States around the world ever thought to sort out the #COVID19 #schooling crisis byƒ?? https://t.co/Nv0kANzNqo
covid,"Meanwhile, absurd conspiracy theorist David Icke continues to encourage people to harm themselves by not taking theƒ?? https://t.co/y0DG1DPe8k"
covid,"New #COVID19 preprint: Concerns, quality of life, access to care and productivity of the general population duringƒ?? https://t.co/ILc6qS7uim"
covid,@QuimTorraiPla your management of #Covid19 in #Catalonia demonstrates you incompetency to the Catalan citizens andƒ?? https://t.co/jPgBnzQvvS
covid,"At some point in a pandemic, I will fall for dog memes too. #COVID19 (HT @lunanharry) https://t.co/i8dOZd4xKE"
covid,"ICYMI: Youssef Belhaissi, a tv host &amp; union leader in #Morocco, was fired after workers at MED1 TV sought better saƒ?? https://t.co/WISDi2SF2R"
covid,Colly Sweetness - I love my daddy (Official Video) An African story written by Colly Sweetness #Ledimoƒ?? https://t.co/0k21A3xv9I
covid,Itƒ??s important to keep washing your hands every time you return home to kill any virus youƒ??ve picked up outside.ƒ?? https://t.co/hFYd4XLByp
covid,Living in #poverty was bad for your health long before #COVID19 | via @AdamTinson @HealthFdn https://t.co/iao06m6W6E
covid,"@rapella Christ, what an pathetic idiot that woman is.   ""Haha, i feel so good!""  Really?  Obviously, something serƒ?? https://t.co/nopoSHGAmy"
covid,"David Turner, CEO Webhelp, discusses the five clear phases resulting from crisis and how this could inform your CXƒ?? https://t.co/deWxeKsDbU"
covid,"Read this article about training and safety of healthcare professionals during #COVID19, posted in our monthly newsƒ?? https://t.co/YVOOgPJ54l"
covid,"Positive cases of #COVID19 have increased. Be safe out there today, Friends! Letƒ??s protect each other.  #maskupWVƒ?? https://t.co/0AJFsQS4el"
covid,New #COVID19 preprint: Cell type-specific immune dysregulation in severely ill COVID-19 patients https://t.co/j4JPUk36nK
covid,"Finally, Brazilian President @jairbolsonaro tested negative to #Covid19  Before this test, he made 3 tests positiveƒ?? https://t.co/M3BP2PeFxA"
covid,@Tesco @LauraRutherford Why are you getting rid of contract cleaners when they are perhaps the most important they've ever been? #COVID19
covid,"Strokes, brain inflammation, psychosis and dementia-like symptoms could be linked to #COVID19, researchers have saiƒ?? https://t.co/w5zpMNig9A"
covid,@erigganewmoney I do! It's my Identity... #BBNaijia2020 #Prori #Data #OkonEdem  #COVID19 #alreadyvideoƒ?? https://t.co/BmaypVJZvs
covid,I have a joke on real #COVID19 numbers but I am not allowed to reveal it.
covid,"Pamela Anderson Takes PPE to the Airport, and Makes It Fashion | Blue gloves going on now -  1st #covid19 flight. .ƒ?? https://t.co/W6fp2XwcVr"
covid,New #COVID19 preprint: Severe COVID-19 is associated with elevated serum IgA and antiphospholipid IgA-antibodies https://t.co/ZoBVyIV4u4
covid,"Some insight into why we don't offer #COVID19 antibody testing, and why the nasal swab tests are taking so long toƒ?? https://t.co/3HDW4synWn"
covid,A stunning example of why we need real leadership from senior levels of government.  Flattening the curve doesn't mƒ?? https://t.co/hPdfuIr0zk
covid,"Usually it would be high summer full of hens, stags, inter railers and tourists enjoying themselves! I have never fƒ?? https://t.co/BpyQYcEnE3"
covid,Narcissists and psychopaths are more likely to refuse to wear masks. Surprised? There was a woman screaming about hƒ?? https://t.co/rGsJNIhmub
covid,@NewsroomPostCom @ChouhanShivraj @CMMadhyaPradesh Nautanki begins. Why do all these parasites (So called worshipperƒ?? https://t.co/1Dw3PeVylx
covid,New #COVID19 preprint: Reducing COVID-19 hospitalization risk through behavior change https://t.co/2wyIKFhmZD
covid,"https://t.co/LdbmvbV2R7 Delicious rosemilk cake for all cake lovers.try this .pls like,share and subscribe my channƒ?? https://t.co/1vUfGy9Nq7"
covid,Your Body is Their Weapon - We're all Patients Now https://t.co/Mfro1m6kMA  #COVID19 #coronavirus #pandemic #virusƒ?? https://t.co/eOrKPpWXsg
covid,"Texas Hospital Says Man, 30, Died After Attending a ƒ??Covid Partyƒ?? - The New York Times #COVID19 #CovidHoax #Scienceƒ?? https://t.co/3GhC5QdbVM"
covid,"Germany braces for a second coronavirus wave amid rising infections ""...new...clusters...traced to larger celebratiƒ?? https://t.co/yj634Rujt9"
covid,"In #Maharashtra, #India, 9615 new #Covid19 confirmed cases were reported in last 24 hours. Info via - MoHFW"
